certifier_name,title,facility_count,state_count,states,sample_facilities,classification
"ISAAK MARKOVITS","MANAGING MEMBER",4,1,"WI","DIVINE REHABILITATION AND NURSING AT; DIVINE HEALHCARE FENNIMORE; DIVINE HEALTHCARE MANAGEMENT- LODI; DIVINE HEALTHCARE - ST CROIX VALLEY","Small Operator"
"MICHELLE WHITE","FINANCE DIRECTOR",4,1,"WI","VERNON MANOR; NORSELAND NURSING HOME; MARINUKA MANOR; BETHANY ST. JOSEPH CARE CENTER","Small Operator"
"CAYCI YOUNG","DIRECTOR OF OPERATIONS",4,1,"WI","DOVE HEALTHCARE - RICE LAKE; WISSOTA HEALTH & REGIONAL VENT; DOVE HEALTHCARE - BLOOMER; DOVE HEALTHCARE - SPOONER","Small Operator"
"GLORIA FONACIER","CONTROLLER",4,1,"CA","COUNTRY MANOR HEALTHCARE; PACIFIC PALMS HEALTHCARE; ST. ANDREWS HEALTHCARE; HERITAGE REHABILITATION CENTER","Small Operator"
"DOVID SEITLER","CHIEF EXECUTIVE OFFICER",4,1,"IL","ARC AT CHILLICOTHE; ARCADIA CARE AUBURN; ARC AT DWIGHT LLC; ARCADIA CARE MORRIS LLC","Small Operator"
"MARC ROSE","CFO",4,1,"IL","THRIVE OF LAKE COUNTY; IGNITE MEDICAL HANOVER PARK  LLC; THRIVE OF LISLE; THRIVE OF FOX VALLEY","Small Operator"
"W WILLIAM AUSTIN JR","EXECUTIVE VP/CFO",4,1,"VA","PATRIOTS COLONY  INC; SANDERS; RIVERSIDE CONVAL CENTER - MATHEWS; THE GARDENS AT WARWICK FOREST","Small Operator"
"JONATHAN COOK","CEO",4,1,"VA","THE CHESAPEAKE; CULPEPER BAPTIST RETIREMENT COMMUNIT; LAKEWOOD MANOR; THE GLEBE INC.","Small Operator"
"DAVID HELLER","PARTNER",4,1,"TX","GIDDINGS RESIDENCE AND REHAB CENTER; HARMONY CARE AT STAMFORD; HARMONY CARE AT BEAUMONT; BROOKSHIRE NURSING CENTER","Small Operator"
"THOMAS BAER","CFO",4,1,"PA","WYNCOTE CHURCH HOME; PHOEBE HOME  INC.; PHOEBE RICHLAND HEALTH CARE CENTER; PHOEBE BERKS HEALTH CARE CENTER","Small Operator"
"MATIS GRANEK","DIRECTOR OF FINANCE",4,1,"NC","GLENBRIDGE HEALTH AND REHABILITATION; DEER PARK HEALTH AND REHABILITATION; SMOKY RIDGE HEALTH AND REHABILITATIO; ASHEVILLE HEALTH AND REHABILITATION","Small Operator"
"TYLER JUILFS","CEO",4,2,"IA;NE","THE AMBASSADOR NEBRASKA CITY  INC.; THE AMBASSADOR SIDNEY  INC.; THE AMBASSADOR LINCOLN  INC.; THE AMBASSADOR OMAHA  INC.","Small Operator"
"JOSH BEERBOWER","INTERIM CFO/CONTROLLER",4,1,"PA","LECOM AT PRESQUE ISLE  INC.; LECOM AT VILLAGE SQUARE LLC; MILLCREEK MANOR; LECOM AT ELMWOOD GARDENS  LLC","Small Operator"
"MATTHEW J HALL","CFO",4,1,"AL","TWIN OAKS NURSING HOME; ORCHARD REHAB & HEALTHCARE CTR; ROBERTSDALE REHAB & HEALTHCARE CTR; CHERRY HILL REHAB & HEALTHCARE CTR","Small Operator"
"DAVID DEFRAIN","VICE PRESIDENT OF FINANCE",4,3,"CT;MI;NC","SANCTUARY AT BELLBROOK; ST JOSEPH OF THE PINES; GLACIER HILLS  INC.; ST MARY HOME","Small Operator"
"TERRY WESTHOFF","CFO",4,1,"WA","WASHINGTON STATE WALLA WALLA VETERAN; WASHINGTON VETERANS HOME RETSIL; WASHINGTON SOLDIERS HOME; SPOKANE VETERANS HOME","Small Operator"
"ROBERT PETERSON","CFO",4,1,"NJ","THE SHORES; PITMAN; COLLINGSWOOD; BRISTOL GLEN","Small Operator"
"DON MAPLES","CFO",4,1,"AL","ST. CLAIR HEALTH & REHAB  INC.; ALTOONA HEALTH & REHAB  INC.; DHS OF BLOUNT COUNTY  LLC; ALICEVILLE MANOR NURSING HOME  INC.","Small Operator"
"KRYSTAL ECKHART","VP OF REVENUE MANAGEMENT",4,2,"GA;OK","SELECTIS WARRENTON  LLC; SOUTHERN HILLS REHAB CENTER  LLC; HIGHER CALL NURSING CENTER; PROVIDENCE OF SPARTA HEALTH AND REHA","Small Operator"
"JAY TRUMBO","CFO",4,1,"OK","SHANOAN SPRINGS NURSING & REHAB; N & R OF WESTHAVEN  LLC; N & R OF PONCA CITY  LLC; N & R SHAWNEE  LLC","Small Operator"
"CARRIE HSU","BUDGET DIRECTOR",4,1,"CO","CVCLC AT FITZSIMONS; CVCLC AT RIFLE; CVCLC AT HOMELAKE; BRUCE MCCANDLESS CVCLC AT FLORENCE","Small Operator"
"MARK TRAYLOR","PRESIDENT",4,1,"AL","SELF SKILLED NURSING & REHAB; TRAYLOR RETIREMENT COMMUNITY; ARBOR WOODS HEALTH AND REHAB; ARBOR SPRINGS HEALTH & REHAB CENTER","Small Operator"
"LAURIE MCPIKE","ADMINISTRATOR",3,1,"TX","REMARKABLE HEALTHCARE OF SEGUIN; REMARKABLE HEALTHCARE OF PRESTONWOOD; REMARKABLE HEALTHCARE OF FT WORTH","Small Operator"
"MARK SCHWARTZ","OWNER",3,1,"CT","AUTUMN LAKE HEALTHCARE AT THE WILLOW; AUTUMN LAKE HEALTHCARE WEST HARTFORD; AUTUMN LAKE HEALTHCARE AT MADISON","Small Operator"
"KENNETH GROVER","ADMINISTRATOR",3,1,"TX","BUFFALO CREEK HEALTHCARE  LLC; BUFFALO CREEK HEALTHCARE  LLC; BUFFALO CREEK HEALTHCARE  LLC","Small Operator"
"MARY CLEMENTS","CFO",3,2,"NC;VA","RICHFIELD HEALTH CENTER-ROANOKE; CORNELIA NIXON DAVIS  INC.; CORNELIA NIXON DAVIS  INC.","Small Operator"
"MICHAEL WHITE","CFO",3,1,"TX","CHRISTIAN CARE CENTER; GREENBRIER HEALTHCARE CENTER; SAN AUGUSTINE NURSING & REHAB","Small Operator"
"PAUL KOVACS","VP OF OPERATIONS",3,2,"PA;TX","VIBRALIFE OF KATY REHABILITATION CEN; VIBRA REHABILITATION CENTER; IGNITE MEDICAL RESORT EL PASO  LLC","Small Operator"
"ROGER MYNATT","CEO",3,1,"TN","JEFFERSON PARK AT WHITE PINE; JEFFERSON COUNTY NURSING HOME; JEFFERSON PARK AT WHITE PINE","Small Operator"
"NIGEL SANTIAGO","CHIEF EXECUTIVE OFFICER",3,2,"AZ;NM","LAS CRUCES OF CASCADIA LLC; BOSWELL TRANSITIONAL CARE OF CASCADI; NORTH PARK HEALTH AND REHABILITATION","Small Operator"
"DEREK RANKIN","CFO",3,1,"TX","STERLING COUNTY NURSING HOME; CITY OF ENNIS DBA PARKS HEALTH CTR; COUNTRY VILLAGE CARE","Small Operator"
"STACY DOBSON","CFO",3,1,"NC","WESLEY PINES RETIREMENT HOME; CYPRESS GLEN RETIREMENT COMMUNITY; CROASDAILE VILLAGE","Small Operator"
"TODD NUNN","OWNER",3,1,"NC","COMPASS HEALTHCARE & REHAB HAWFIELDS; COMPASS HEALTHCARE AND REHAB ROWAN; COMPASS H&R GUILFORD DBA COUNTRYSIDE","Small Operator"
"MICHAEL CONNELL","CHIEF FINANCIAL OFFICER",3,2,"NE;WA","THE TERRACE AT SKYLINE; PARK SHORE; EASTMONT TOWERS","Small Operator"
"JULIA HANOVER","CFO/EVP OF FINANCE",3,1,"NC","SCOTIA VILLAGE; GLENAIRE INC; RIVER LANDING AT SANDY RIDGE","Small Operator"
"TAMMY JONES","CFO",3,2,"NC;VA","ABERNETHY LAURELS; PIEDMONT CROSSING; LAKE PRINCE CENTER  INC.","Small Operator"
"ROBERT HOCH","COO",3,1,"CT","COMPLETE CARE AT KIMBERLY HALL SOUTH; COMPLETE CARE AT MIDDLEBURY  LLC; COMPLETE CARE AT GROTON REGENCY  LLC","Small Operator"
"BARRY VANDERGENUGTEN","CFO",3,2,"IL;IN","PARK PLACE AT ST JOHN; PARK PLACE CHRISTIAN COMMUNITY; VICTORIAN VILLAGE HEALTH & WELLNESS","Small Operator"
"ROGER MALI","PRESIDENT",3,1,"MI","MISSION POINT NURSING & PHYSICAL REH; MISSION POINT NURSING AND REHABILITA; MISSION POINT NURSING AND REHABILITA","Small Operator"
"JACK SHAWEL","CEO",3,1,"TX","THE LAKES AT TEXAS CITY; MCALLEN NURSING CENTER; WILLOW REHAB & NURSING","Small Operator"
"JULIE SOEKORO","CFO",3,1,"GA","RIDGEWOOD MANOR NURSING HOME; QUINTON MEMORIAL HEALTH CARE CENTER; REGENCY PARK HEALTH & REHABILITATION","Small Operator"
"AMEE PATEL","OWNER",3,1,"MI","WESTWOOD NURSING CENTER; NORTHWEST PARTNERS LLC; CHESANING NURSING & REHABILITATION","Small Operator"
"SETH PROBST","OPERATOR",3,2,"MA;MN","CENTRAL HEALTH CARE OF LE CENTER INC; LAFAYETTE REHABILITATION & SKILLED N; FAIRHAVEN HEALTHCARE CENTER","Small Operator"
"SOL BORNSTEIN","CFO",3,1,"PA","FOREST PARK NURSING AND REHAB; EMERALD NURSING & REHAB; ELIZABETHTOWN NURSING AND REHABILITA","Small Operator"
"RAYMOND DENNEHY","MEMBER",3,1,"CT","PARKWAY PAVILION HEALTH & REHAB CTR; HARBOR VILLAGE NORTH REHAB & NURSING; VILLA MARIA NURSING & REHABILITATION","Small Operator"
"TOM GILMARTIN","CFO",3,3,"CT;MA;NY","BETHEL HEALTH CARE CENTER; RESERVOIR CENTER FOR HEALTH & REHAB; BELAIR CARE CENTER INC.","Small Operator"
"AARON OPPENHEIMER","MANAGING PARTNER",3,1,"MD","TOWSON REHAB & HEALTHCARE CENTER; ROSSVILLE REHAB & HEALTHCARE CTR; ROLAND PARK REHAB & HLTHCARE CENTER","Small Operator"
"STEVEN FRIEDMAN","COO",3,3,"MN;NE;TN","CLAIBORNE & HUGHES NURSING AND REHAB; MONUMENT REHABILITATION AND CARE CEN; CHRIS JENSEN HEALTH & REHAB CENTER","Small Operator"
"JAMIE SPENCER","CHIEF FINANCIAL & GROWTH OFFICER",3,3,"DC;MD;VA","WESTMINSTER AT LAKE RIDGE; INGLESIDE AT ROCK CREEK; INGLESIDE AT KING FARM","Small Operator"
"SONA BHATIA","CEO",3,1,"CA","LOTUS CARE CENTER; WHITTIER NURSING & WELLNESS CENTER; HARVARD POST ACUTE","Small Operator"
"CHERYL ROSKAMP","CHIEF EXECUTIVE OFFICER",3,2,"AZ;CA","FREEDOM PLAZA CARE CENTER; FREEDOM VILLAGE HEALTHCARE CENTER; THE VILLAGE HEALTHCARE CENTER","Small Operator"
"FROLI NUDELMAN","CFO",3,1,"CA","CULVER WEST HEALTH CENTER; RIVIERA HEALTHCARE CENTER; AVALON VILLA HEALTH CARE","Small Operator"
"STEVEN BERGER","MANAGER",3,1,"CA","LA BREA REHABILITATION CENTER; THE HILLS HEALTHCARE CENTER; OAKPARK HEALTHCARE CENTER","Small Operator"
"MOSHE ARNOLD","CEO",3,1,"CA","WEST HAVEN HEALTHCARE; VILLA SERENA HEALTHCARE CENTER; ANGELS NURSING HEALTH CENTER","Small Operator"
"ANDY MONTGOMERY","CFO",3,1,"MS","BILLDORA SENIOR CARE  LLC; MAGNOLIA SENIOR CARE  LLC; LEXINGTON MANOR SENIOR CARE  LLC","Small Operator"
"ELI FRANKEL","MEMBER",3,1,"NJ","EXCELCARE AT WAYNE; EXCELCARE AT DOVER; EXCELCARE AT EGG HARBOR","Small Operator"
"BEN KURLAND","CEO",3,1,"NJ","GROVE PARK HEALTHCARE & REHAB CTR; MORRISTOWN POST ACUTE REHAB & NURSIN; MORRIS VIEW HEALTHCARE CENTER","Small Operator"
"LEAH YOULUS","AUTHORIZED REPRESENTATIVE",3,2,"NJ;NY","FOREST MANOR HEALTH CARE CENTER; WARREN HAVEN; CEDAR MANOR NURSING & REHABILITATION","Small Operator"
"BRUCE CARPENTER","VICE-PRESIDENT",3,1,"OH","LIBERTY NURSING CENTER OF MANSFIELD; LIBERTY RETIREMENT COMMUNITY OF LIMA; LIBERTY NURSING CENTER OF COLERAIN","Small Operator"
"JOSHUA OHMAN","CONTROLLER",3,1,"OH","OHMAN FAMILY LIVING AT BRIAR; OHMAN FAMILY LIVING AT HOLLY; OHMAN FAMILY LIVING AT BLOSSOM","Small Operator"
"JOSEPH SCRIVENS","CEO",3,1,"WA","BETHANY AT SILVER LAKE; BETHANY AT PACIFIC; EVERETT TRANSITIONAL CARE SERVICES","Small Operator"
"AKIVA BRANDMAN","CFO",3,1,"WI","ARIA OF BROOKFIELD; ARIA OF WAUKESHA; ARIA AT MITCHELL MANOR","Small Operator"
"ELLIOT ZEMEL","OPERATIONS",3,1,"CA","TEMPLE PARK CONVALESCENT HOSPITAL; GRANADA POST ACUTE; SOUTH PASADENA CARE CENTER","Small Operator"
"TIM JONES","CFO",3,1,"TX","OAKS NURSING CENTER; RISING STAR NURSING CENTER; MCCULLOCH COUNTY DBA SAN ANTONIO","Small Operator"
"LOWELL ARELLANO","CHIEF FINANCIAL OFFICER",3,1,"TX","LONGHORN VILLAGE; BAYOU MANOR; THE HALLMARK","Small Operator"
"BRUCE KALDENBACH","DIRECTOR OF FINANCE",3,1,"TX","SPJST REST HOME #2; SPJST REST HOME #3; SPJST REST HOME #1","Small Operator"
"YUDI STEINFELD","CONTROLLER",3,1,"NJ","IMPERIAL CARE CENTER; THE GARDENS AT MONROE; FOOTHILL ACRES REHAB. AND NRSG CTR","Small Operator"
"JOHN MURRAY","CHIEF FINANCIAL OFFICER",3,1,"NY","LORETTO HEALTH AND REHABILITATION CE; AUBURN SENIOR SERVICES INC; NOTTINGHAM RHCF","Small Operator"
"MICHAEL MELNICKE","OPERATOR",3,1,"NY","CATON PARK NURSING HOME; SUNSHINE CARE CORP.; PARK NURSING HOME","Small Operator"
"CLAYTON BRUMMETT","OWNER",3,1,"TX","D T DAYTON  LLC; DIGNITY HEALTHCARE  LLC; DIGNITY HEALTHCARE  LLC","Small Operator"
"HOUSTON MCGUIRE","ADMINISTRATOR",3,1,"TX","WILLOW CREEK; FALCON POINT; EAGLE CREST","Small Operator"
"TROY BELL","PRESIDENT/CEO",3,1,"ID","SERENITY REHAB AND CARE CENTER; QUINN MEADOWS REHAB & CARE CENTER; MADISON CARRIAGE COVE SHORT TERM REH","Small Operator"
"DAVID SEITLER","CHIEF EXECUTIVE OFFICER",3,1,"IL","ARCADIA CARE ON THE HILL; ARC AT STREATOR; ARC AT EL PASO","Small Operator"
"AKIVA GARFINKEL","MANAGER",3,1,"IL","LA BELLA OF EDWARDSVILLE; LA BELLA OF ALTON; LA BELLA OF DANVILLE","Small Operator"
"TRACY BEEBE","AUTHORIZED REPRESENTATIVE",3,2,"LA;MS","KENTER  LLC; LEXINGTON HOUSE  LLC; AMERICAN LEGACY PROPERTIES  LLC","Small Operator"
"PATRICK MITCHELL","PRESIDENT/CHIEF EXECUTIVE OFFICER",3,1,"LA","CENTER POINT HEALTH CARE AND REHAB; CAPITOL HOUSE; MID CITY COMMUNITY NURSING & REHAB","Small Operator"
"KIMBERLY JUSTINIANO","CFO OF AFFILIATED MANAGEMENT COMPANY",3,1,"LA","WHITE OAK POST ACUTE CARE; PINES RETIREMENT CENTER OF BATON ROU; SPRINGHILL POST ACUTE & MEMORY CARE","Small Operator"
"YEHUDA PEPPER","OWNER",3,1,"NH","BH MAPLE LEAF DBA MAPLE LEAF HC CTR; BH VILLA CREST DBA VILLA CREST NRS &; BH EPSOM DBA EPSOM HEALTHCARE CENTER","Small Operator"
"DANIEL BRUCKSTEIN","OWNER",3,1,"NJ","BARNEGAT NURSING & REHAB; THE HEALTH CENTER AT BLOOMINGDALE; THE HEALTH CENTER AT GALLOWAY","Small Operator"
"TODD BOSLAU","CFO",3,1,"PA","PRESBYTERIAN MEDICAL CENTER OF WASHI; PRESBYTERIAN MEDICAL CENTER OF OAKMO; LONGWOOD AT OAKMONT  INC.","Small Operator"
"MARC FELDMAN","CFO",3,1,"PA","TRANSITIONS HEALTHCARE WPA; TRANSITIONS HEALTHCARE ALLENS COVE; TRANSITIONS HEALTHCARE SHOOK HOME","Small Operator"
"ROTISLAV PUKSHANSKY","CEO",3,1,"WI","MEADOWBROOK AT APPLETON; MEADOWBROOK AT OCONTO FALLS; MEADOWBROOK AT BLOOMER","Small Operator"
"BRAD GIBSON","COO",3,1,"CA","GEM TRANSITIONAL CARE; CROWN BAY NURSING AND REHAB CTR; ASTORIA NURSING & REHAB CENTER","Small Operator"
"CYNTHIA YOSHIDA","CFO",3,1,"HI","OAHU CARE FACILITY; PEARL CITY NURSING HOME; KULANA MALAMA","Small Operator"
"RON CRAM","MANAGER",3,1,"IN","POPLAR CARE STRATEGIES; SYCAMORE CARE STRATEGIES; GENTLE CARE STRATEGIES","Small Operator"
"NOAH KAMINER","MANAGER",3,1,"IA","AZRIA HEALTH CLARINDA; AZRIA HEALTH PARK PLACE; AZRIA HEALTH ROSE VISTA","Small Operator"
"JAMES LOWRY","PRESIDENT",3,1,"KY","TRADEWATER POINTE; DAWSON POINTE  LLC; RIDGEWOOD TERRACE","Small Operator"
"SHLOMO MUSHELL","MANAGER",3,1,"LA","ADIRA MEDICAL RESORT; HERITAGE MANOR OF BOSSIER; CARROLL HEALTH & REHAB LLC","Small Operator"
"MENDEL BRECHER","MANAGER",3,1,"MO","BIG BEND WOODS HEALTHCARE CENTER; CHESTNUT REHAB AND NURSING; BLUE CIRCLE REHAB AND NURSING LLC","Small Operator"
"JASON HARNISCH","VICE PRESIDENT OF FINANCE",3,1,"NE","FREMONT CARE CENTER  INC; FREMONT CARE CENTER  INC.; GATEWAY VISTA","Small Operator"
"JOSEPH NASRAWY","CFO",3,1,"NV","ALPINE SKILLED NURSING AND REHABILIT; ALTA SKILLED NURSING AND REHAB CTR; WINGFIELD SKILLED NURSING AND REHABI","Small Operator"
"JENNIFER WILSON","VP OF REVENUE",3,1,"OH","AYDEN HEALTHCARE OF PIQUA; BELLEFONTAINE HEALTHCARE; AYDEN HEALTHCARE OF GREENVILLE","Small Operator"
"ROB RUPEKA","CFO",3,1,"OH","BRIARFIELD MANOR; BRIARFIELD AT ASHLEY CIRCLE; BRIARFIELD PLACE","Small Operator"
"SAMUEL SHERMAN","MANAGER",3,1,"OH","GENEVA CENTER FOR REHAB AND NURSING; GOOD SHEPHERD VILLAGE; MEDINA CENTER FOR REHAB AND NURSING","Small Operator"
"WENDELL SHORT","VP PLANNING & PROJECT MANAGEMENT",3,1,"OK","BAPTIST RETIREMENT CENTERS - OKC; BAPTIST RETIREMENT CENTER OF OWASSO; BAPTIST RETIREMENT CENTERS - ENID","Small Operator"
"JAKE HARTSTEIN","MEMBER",3,1,"VA","THREE RIVERS HEALTH & REHAB CENTER; WATERVIEW HEALTH & REHAB CENTER; NORTHERN NECK SENIOR CARE COMMUNITY","Small Operator"
"PETE WOLKIN","CEO",3,1,"WA","SHARON CARE CENTER; ARLINGTON HEALTH & REHAB; VIEW RIDGE CARE CENTER","Small Operator"
"JOSEPH MARTIN","VP/CFO",3,2,"AZ;NM","OASIS PAVILLION NURSING & REHAB CTR; SANTA FE CARE CENTER; RIM CTY HLTH & RETIREMENT COMMUNITY","Small Operator"
"GEDALIA KLEIN","OPERATOR",3,1,"NY","NORTHERN MANOR MULTICARE CENTER  INC; NORTHERN METROPOLITAN  INC.; NORTHERN RIVERVIEW HEALTH CARE CENTE","Small Operator"
"JIM WALKER","PRESIDENT",3,1,"AL","SOUTH HAMPTON NURSING & REHAB; MITCHELL HOLLINGSWORTH NRSG & REHAB; MARSHALL MANOR NURSING HOME","Small Operator"
"MATTHEW BROWN","CFO",3,1,"DE","MILLCROFT LIVING; SHIPLEY MANOR; FOULK LIVING","Small Operator"
"MEIR KATZENSTEIN","CHIEF EXECUTIVE OFFICER",3,1,"IL","GOLDWATER CARE  BLOOMINGTON; GOLDWATER CARE GIBSON CITY; GOLDWATER CARE DANVILLE","Small Operator"
"JOSEPH ROTH","DIRECTOR OF FINANCE",3,1,"IL","EVERCARE OF SWANSEA; EVERCARE OF UNIVERSITY; EDWARDSVILLE CARE CENTER","Small Operator"
"JENNIFER MISKIMINS","DIRECTOR OF OPERATIONS",3,2,"IA;MO","PARKVIEW CARE CENTER; VILLAGE CARE CENTER; DAVIESS COUNTY NURSING & REHAB","Small Operator"
"VICKI IRVIN","COO  CAPSTONE MANAGEMENT",3,1,"IA","BLACKHAWK LIFE CARE CENTER; ALGONA MANOR CARE CENTER; WEST POINT CARE CENTER","Small Operator"
"JENNIFER COOK","VICE PRESIDENT OF FINANCE",3,1,"MA","WHITNEY PLACE AT NATICK LIMITED PART; BEAUMONT AT THE WILLOWS LLP; BEAUMONT/WHITNEY PLACE NORTHBOROUGH","Small Operator"
"BRIAN THOMPSON","CFO",3,1,"MI","LAKE WOODS NURSING & REHAB CENTER; GLADWIN PINES NURSING AND REHAB; STRATFORD PINES NURSING AND REHAB","Small Operator"
"TIMOTHY KALBFLEISCH","CFO",3,1,"MI","TRANSITIONAL CARE COMMUNITY; AUSABLE VALLEY COMMUNITY; LUTHERAN HOME OF MONROE","Small Operator"
"TIMOTHY KAMEGO","DIRECTOR OF OPERATIONS",3,1,"MI","RIVERVIEW HEALTH & REHAB CENTER JEFF; THE RIVERS OF GROSSE POINTE; RIVERVIEW NURSING AND REHAB CENTER N","Small Operator"
"MARK MAZZELLA","CHIEF FINANCIAL OFFICER",3,1,"NJ","HAMILTON PLACE AT PINES AT WHITING; FELLOWSHIP VILLAGE  INC; APPLEWOOD ESTATES","Small Operator"
"DAVID GARETZ","CFO",3,2,"NM;TX","TAOS HEALTHCARE LLC; FIESTA PARK WELLNESS & REHABILITATIO; DALLAS COUNTY HOSP DISTR DBA BRENTWO","Small Operator"
"ROBERT HURLBUT","OWNER",3,1,"NY","SENECA NURSING HOME; PENFIELD PLACE  LLC; THE BRIGHTONIAN","Small Operator"
"FRANK ANTALOCY","VICE PRESIDENT",3,1,"OH","HAMPTON WOODS NURSING CENTER; AUSTINWOODS NURSING CENTER; THE CENTER FOR REHAB AT HAMPTON WOOD","Small Operator"
"RYAN FRITZ","CFO",3,1,"PA","BROOKVIEW HEALTH CARE CENTER; CHAMBERS POINTE HEALTH CARE CENTER; MENNO HAVEN REHABILITATION CENTER","Small Operator"
"JACOB JEIDEL","MEMBER",3,1,"WI","SAMARITAN HEALTH CENTER; BRADLEY ESTATES NURSING & REHAB; MIDDLETON VILLAGE NURSING & REHAB","Small Operator"
"JOSHUA RAY","RECEIVER",3,1,"WI","WATERFALL OF WAUSAU; WATERFALL HEALTH OF BROWN DEER LLC; WATERFALL HEALTH OF ALGOMA","Small Operator"
"BRAD GIBSON","CFO",3,1,"CA","CEDARWOOD POST ACUTE; BRIDGEWOOD POST ACUTE; CAPITAL POST ACUTE","Small Operator"
"MOISHE FRANKEL","MANAGER",3,1,"CA","SHAFTER NURSING AND REHAB; VALLEY HEALTHCARE CENTER; CAPISTRANO BEACH CARE CENTER","Small Operator"
"YOSEF HELLMAN","MANAGER",3,1,"IL","BEACON CARE CENTER; UPTOWN CARE & REHABILITATION; MAYFIELD CARE & REHAB","Small Operator"
"DIANA SMITH","CFO",3,1,"IN","PCH  DBA  ELWOOD HEALTH & LIVING; PCH  DBA NORTHVIEW HEALTH & LIVING; PCH  DBA SUMMIT HEALTH & LIVING","Small Operator"
"ROGER WILDAY","CFO",3,1,"ME","CLOVER MANOR  INC.; SENTRY COMMONS  LLC DBA DURGIN PINES; GORHAM HOUSE HEALTH CARE  INC","Small Operator"
"CALVIN SHELANGOSKI","CFO",3,1,"MN","SAINT THERESE OF NEW HOPE; SAINT THERESE OF OXBOW LAKE; SAINT THERESE OF WOODBURY","Small Operator"
"JOHN WARNER","PRESIDENT & CEO",3,1,"OH","BRETHREN RETIREMENT COMMUNITY; MENNONITE MEMORIAL HOME; GRACE BRETHREN VILLAGE","Small Operator"
"KENNETH BOWARD","CFO",3,1,"VA","SUNNYSIDE PRESBYTERIAN HOME; SUNNYSIDE SUMMIT SQUARE; SUNNYSIDE KINGS GRANT","Small Operator"
"AMY DUHR","CEO",3,1,"WI","AMERICAN LUTHERAN HOMES-MONDOVI; AMERICAN LUTHERAN HOMES-MENOMONIE; GRACE LUTHERAN COMMU-RIVER PINES","Small Operator"
"ASHLEY SMETANA","DIRECTOR OF OPERATIONS",3,1,"WI","DOVE HEALTHCARE - SOUTH; WEST EAU CLAIRE REHAB & NRSG CENTER; DOVE HEALTHCARE - OSSEO","Small Operator"
"ROBERT BRANDI","FOUNDING PARTNER",3,1,"CA","HILLVIEW HEALTHCARE CENTER; EDEN HEALTHCARE CENTER; BELMONT HEALTHCARE CENTER","Small Operator"
"DAVE STADTMUELLER","CFO",3,1,"MO","EXCELSIOR SPRINGS NURSING & REHAB; ASPIRE SENIOR LIVING ADVANCE; ASPIRE SENIOR LIVING EAST PRAIRIE","Small Operator"
"CHAIM HYMAN","CEO",3,3,"IA;NC;SC","ANGEL OAK NURSING AND REHAB CENTER; IVY AT DAVENPORT; THE IVY AT GASTONIA","Small Operator"
"TYLER NELSON","CFO",3,1,"OR","SAPPHIRE AT TIGARD REHAB; FERNHILL REHABILITATION AND C; SAPPHIRE AT MYRTLE POINT","Small Operator"
"ISRAEL NACHFOLGER","CEO",3,1,"ME","PINNACLE AT SANFORD; PINNACLE AT NORTH BERWICK; PINNACLE GROUP OF HUDSON VALLEY LLC","Small Operator"
"JOHN BRENCICK","OWNER",3,1,"MO","OAK KNOLL NURSING & REHAB; ACKERT PARK SKILLED CARE COMMUNITY; AVALON GARDEN","Small Operator"
"JODI SHEPHERD","VICE PRESIDENT OF ACCOUNTING",3,2,"KY;OH","HARBOR HEALTHCARE OF IRONTON; BEAVER DAM NURSING & REHAB; PROVIDENCE POINT HEALTHCARE INC","Small Operator"
"MARK HAVRILKA","CFO",3,1,"IL","LAKE FOREST PLACE LLC; THE MOORINGS OF ARLINGTON HEIGHTS LL; WESTMINSTER PLACE","Small Operator"
"JONATHAN ITZKOWITZ","CFO",3,1,"MN","FRANKLIN RESTORATIVE CARE CENTER; OLIVIA RESTORATIVE CARE CENTER; WABASSO RESTORATIVE CARE CENTER","Small Operator"
"SCOTT GARBER","CFO",3,2,"IL;IN","SYMPHONY MAPLE CREST LLC; SYMPHONY OF CHESTERTON LLC; SYMPHONY NORTHWOODS LLC","Small Operator"
"DAVID ARGUST","VP OF FINANCE",3,1,"PA","ALLIED SERVICES CENTER CITY SKILLED; ALLIED SERVICES MEADE STREET SKILLED; ALLIED SERVICES SKILLED NURSING CENT","Small Operator"
"MOSHE STEINBERG","CFO",3,1,"NY","KPRH IV D/B/A  CYPRESS GARDEN CENTER; SHOREFRONT OPERAT. D/B/A SEAGATE; BRIARCLIFF MANOR CENTER FOR REHAB","Small Operator"
"RICK ALIBOZEK","CHIEF FINANCIAL OFFICER",3,1,"GA","ORCHARD VIEW REHAB & SKILLED NSG CTR; MUSCOGEE MANOR & REHAB CENTER; RIDGECREST REHAB & SKILLED NURSING","Small Operator"
"WILLIAM HOLMAN","PRESIDENT/CEO",3,1,"MO","NEW FLORENCE NURSING HOME. INC; ST. ANDREWS AT FRANCIS PLACE; BROOKING PARK","Small Operator"
"DEKE CATEAU","CEO",3,1,"GA","A.G. RHODES AT WESLEY WOODS; A.G. RHODES HOME  INC.; A.G. RHODES HOME AT COBB","Small Operator"
"KATHY SHIELDS","VP OF FINANCE & CFO",3,1,"OH","THE HEALTH CENTER OF THE RENAISSANCE; THE ELIZA JENNINGS HOME; ELIZA AT CHAGRIN FALLS","Small Operator"
"BRIAN KRAUSE","CFO",3,1,"OH","BERKELEY SQUARE RETIREMENT CENTER; WESTOVER RETIREMENT COMMUNITY; JAMESTOWNE REHABILITATION","Small Operator"
