rpt_rec_num,prvdr_num,npi,prvdr_ctrl_type_cd,fy_bgn_dt,fy_end_dt,rpt_stus_cd,facility_name,address,city,state,zip,certifier_name,certifier_printed_name,certifier_title,certifier_date
1427163,105575,,6,01/01/2024,12/31/2024,1,PALMETTO CARE CENTER AND REHAB,6750 WEST 22ND COURT,HIALEAH,FL,33016,,,,
1427164,105579,,6,01/01/2024,12/31/2024,1,SAVANNAS PARK HEALTH AND REHABILITAT,1655 SE WALTON ROAD,PORT ST. LUCIE,FL,34952,,,,
1427166,105586,,6,01/01/2024,12/31/2024,1,OAK VIEW HEALTH AND REHABILITATION C,833 KINGSLEY AVENUE,ORANGE PARK,FL,32073,,,,
1427168,105602,,5,01/01/2024,12/31/2024,1,HAWTHORNE OCALA OPERATIONS LLC,4100 SOUTHWEST 33RD AVENUE,OCALA,FL,34474,,,,
1427169,105613,,6,01/01/2024,12/31/2024,1,BEDROCK REHAB & NSG AT SUWANNEE,1620 HELVENSTON STREET S.E,LIVE OAK,FL,32064,,,,
1427170,105622,,2,01/01/2024,12/31/2024,1,DEERFIELD BEACH HEALTH AND REHABILIT,401 EAST SAMPLE ROAD,POMPANO BEACH,FL,33064,,,,
1427171,105629,,5,01/01/2024,12/31/2024,1,SURREY PLACE CONVALESCENT CENTER,5525 21ST AVENUE WEST,BRADENTON,FL,34209,,,,
1427172,105630,,2,01/01/2024,12/31/2024,2,VICARS LANDING,1000 VICARS LANDING WAY,PONTE VEDRA BEACH,FL,32082,,,,
1427173,105640,,6,01/01/2024,12/31/2024,1,NORTH LAKE CARE CENTER AND REHAB,750 BAYBERRY DRIVE,LAKE PARK,FL,33403,,,,
1427174,105649,,6,01/01/2024,12/31/2024,1,CYPRESS CARE CENTER AND REHAB,490 SOUTH OLD WIRE ROAD,WILDWOOD,FL,34785,,,,
1427175,105652,,5,01/01/2024,12/31/2024,1,PALATKA CENTER FOR REHAB & HEALING,110 KAY LARKIN DRIVE,PALATKA,FL,32177,,,,
1427177,105657,,5,01/01/2024,12/31/2024,1,SURREY PLACE OF CONVALESCENT CENTER,2730 W.MARC KNIGHTON CT.,LECANTO,FL,34461,,,,
1427178,105658,,5,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE LAKE ZEPHYR,38250 A AVENUE,ZEPHYRHILLS,FL,33542,,,,
1427179,105659,,4,05/01/2024,12/31/2024,1,LAKE WORTH REHABILITATION CENTER,1201 12TH AVENUE SOUTH,LAKE WORTH,FL,33460,,,,
1427180,105666,,4,01/01/2024,12/31/2024,1,LANIER REHABILITATION CENTER,12740 LANIER ROAD,JACKSONVILLE,FL,32226,,,,
1427181,105683,,6,01/01/2024,12/31/2024,1,LABELLE HEALTH & REHABILITATION CTR,250 BROWARD AVE,LABELLE,FL,33935,,,,
1427182,105684,,6,01/01/2024,12/31/2024,1,VIVO HEALTHCARE NORMANDY,8495 NORMANDY BOULEVARD,JACKSONVILLE,FL,32221,,,,
1427183,105687,,2,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE PARKWAY,800 SE CENTRAL PARKWAY,STUART,FL,34994,LINDA WINTERS,LINDA WINTERS,ADMINISTRATOR,05/29/2025
1427184,105688,,4,01/01/2024,12/31/2024,1,AVENTURA AT THE BAY,10300 4TH STREET NORTH,ST PETERSBURG,FL,33716,,,,
1427185,105692,,6,01/01/2024,12/31/2024,1,VIVO HEALTHCARE ORANGE PARK,570 WELLS ROAD,ORANGE PARK,FL,32073,,,,
1427186,105693,,4,01/01/2024,12/31/2024,1,CHARMING LAKES REHAB,2020 W. LAKE PARKER DRIVE,LAKELAND,FL,33805,,,,
1427187,105694,,5,01/01/2024,12/31/2024,1,MEDINVEST COMPANY L.P. D/B/A SABAL,499 ALTERNATE KEENE ROAD,LARGO,FL,34641,,RANDALL BENSON,TREASURER OF GENERAL PARTNER,
1427188,105696,,6,01/01/2024,12/31/2024,1,WINDSOR HEALTH AND REHABILITATION CE,602 E LAURA STREET,STARKE,FL,32091,,,,
1427189,105700,,4,01/01/2024,12/31/2024,1,NORTHDALE REHABILITATION CENTER,3030 W BEARSS AVE,TAMPA,FL,33618,,,,
1427190,105701,,2,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE MERRITT ISLAND,500 CROCKETT BLVD,MERRITT ISLAND,FL,32953,STACEY WILKINS,STACEY WILKINS,ADMINISTRATOR,05/27/2025
1427192,105718,,6,01/01/2024,12/31/2024,1,ASPIRE AT CENTRAL PARK,702 S. KINGS AVENUE,BRANDON,FL,33511,AARON TRAVITSKY,AARON TRAVITSKY,CHIEF FINANCIAL OFFICER,05/23/2025
1427195,105729,,4,01/01/2024,12/31/2024,1,CHIPOLA HEALTH & REHAB CTR.,4394 3RD AVENUE,MARIANNA,FL,32466-2137,THOMAS GOLDIE,THOMAS GOLDIE,DIRECTOR OF REMIBUSEMENT,05/29/2025
1427197,105738,,2,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE IMPERIAL,900 IMPERIAL GOLF COURSE,NAPLES,FL,34110,JAMIE WEIS-JONES,JAMIE WEIS-JONES,ADMINISTRATOR,05/28/2025
1427198,105744,,4,01/01/2024,12/31/2024,1,REGENCY OAKS HEALTH CENTER,2770 REGENCY OAKS BLVD,CLEARWATER,FL,33759,KYLE BOLDEN,KYLE BOLDEN,ASSOC EXECUTIVE DIRECTOR,05/30/2025
1427199,105769,,2,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE LAKE CITY,560 SW MCFARLANE AVENUE,LAKE CITY,FL,32025,TRICIA DELRIO,TRICIA DELRIO,ADMINISTRATOR,05/29/2025
1427200,105770,,2,01/01/2024,12/31/2024,1,TRI-COUNTY NURSING HOME,7280 SW STATE ROAD 26,TRENTON,FL,32693,,,,
1427201,105784,,4,01/01/2024,12/31/2024,1,THE MANOR AT BLUE WATER BAY,ON,NICEVILLE,FL,32578,MATT BALTZ,MATT BALTZ,ADMINISTRATOR,05/28/2025
1427204,105813,,5,01/01/2024,12/31/2024,1,SAIL OPERATIONS LLC,730 COLLEGE ST,JACKSONVILLE,FL,32204,LYNNE G PLACE,LYNNE G PLACE,VP OF FINANCE,05/22/2025
1427205,105816,,6,01/01/2024,12/31/2024,1,THE LILAC AT BAYVIEW,161 MARINE ST,ST AUGUSTINE,FL,32084,,,,
1427206,105825,,6,01/01/2024,12/31/2024,1,SUWANNEE VALLEY NURSING CENTER,427 NW 15TH AVENUE,JASPER,FL,32052,,,,
1427207,105834,,5,01/01/2024,12/31/2024,1,NORTH BANK CENTER FOR REHABILITATION,333 EAST ASHLEY STREET,JACKSONVILLE,FL,32202,,,,
1427209,105882,,2,01/01/2024,12/31/2024,1,WINKLER COURT,3250 WINKLER AVENUE EXTENSION,FORT MYERS,FL,33916,,,,
1427210,105891,,5,01/01/2024,12/31/2024,1,YBOR CITY CENTER FOR HEALING AND REH,1709 TALIAFERRO AVENUE,TAMPA,FL,33602,,,,
1427211,105915,,2,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE DAYTONA,550 NATIONAL HEALTHCARE DR,DAYTONA BEACH,FL,32114,ROSS BAIRD,ROSS BAIRD,ADMINISTRATOR,05/27/2025
1427213,105982,,6,01/01/2024,12/31/2024,1,PORT CHARLOTTE CTR FOR NURSI & REHAB,18480 COCHRAN BOULEVARD,PORT CHARLOTTE,FL,33948,,,,
1427214,105986,,5,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE ZEPHYRHILLS,7350 DAIRY ROAD,ZEPHYRHILLS,FL,33540,,,,
1427216,105996,,6,01/01/2024,12/31/2024,1,ASPIRE AT SPRING HILL,12170 CORTEZ BOULEVARD,BROOKSVILLE,FL,34613,AARON TRAVITSKY,AARON TRAVITSKY,CHIEF FINANCIAL OFFICER,05/24/2025
1427217,106002,,6,01/01/2024,12/31/2024,1,BEDROCK REHAB & NURSING AT WEDGEWOOD,1010 CARPENTERS WAY,LAKELAND,FL,33809,,,,
1427219,106022,,4,01/01/2024,12/31/2024,1,PALMER RANCH HEALTHCARE & REHAB,5111 PALMER RANCH PARKWAY,SARASOTA,FL,34238,KEVIN LA MARRE,KEVIN LA MARRE,VP ACCOUNTING,05/28/2025
1427220,106024,,5,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE COLLEGE PARK,730 COURTLAND STREET,ORLANDO,FL,32804,,,,
1427221,106035,,4,01/01/2024,12/31/2024,2,INN AT SARASOTA BAY CLUB,1303 N. TAMIAMI TRAIL,SARASOTA,FL,34236,,SANDRA BUSBY,ADMINISTRATOR,
1427222,106045,,6,01/01/2024,12/31/2024,1,BRYNWOOD HEALTH AND REHABILITATION C,1656 SOUTH JEFFERSON STREET,MONTICELLO,FL,32344,,,,
1427224,106075,,6,01/01/2024,12/31/2024,1,GARDEN VIEW HEALTH & REHABILITATION,2180 10TH AVENUE,VERO BEACH,FL,32960,,,,
1427228,106084,,4,01/01/2024,12/31/2024,1,AVANTE AT OCALA,2021 SW 1 AVENUE,OCALA,FL,33471,ARON PLEYSIER,ARON PLEYSIER,VP OF FINANCE,06/02/2025
1427229,106086,,4,01/01/2024,12/31/2024,1,ASTORIA HEALTH AND REHAB CENTER,701 OVERLOOK DRIVE,WINTER HAVEN,FL,33884,DWIGHT OTT,DWIGHT OTT,CFO,05/28/2025
1427231,106102,,4,01/01/2024,12/31/2024,1,SARASOTA POINT REHABILITATION CENTER,2600 COURTLAND STREET,SARASOTA,FL,34237,,,,
1427232,106112,,5,01/01/2024,12/31/2024,1,TAMPA LAKES HEALTH AND REHABILITATIO,750 HAYES ROAD,LUTZ,FL,33549,,,,
1427233,106115,,4,01/01/2024,12/31/2024,1,BRIDGEWATER PARK HEALTH & REHABILITA,9820 SW 81ST CT.,OCALA,FL,34481,DWIGHT OTT,DWIGHT OTT,CFO,05/28/2025
1427234,106126,,6,01/01/2024,12/31/2024,1,BEDROCK REHAB & NSG AT LAKE CITY,298 SW PROSPERITY PLACE,LAKE CITY,FL,32024,,,,
1427235,106127,,5,01/01/2024,12/31/2024,1,SOLARIS HEALTHCARE CELEBRATION,1290 CELEBRATION BLVD,KISSIMMEE,FL,34747,,,,
1427236,106133,,5,01/01/2024,12/31/2024,1,NORTH DADE NURSING AND REHABILITATIO,1255 NE 125TH STREET,NORTH MIAMI,FL,33161,,,,
1427238,106135,,6,01/01/2024,12/31/2024,1,DOLPHIN POINTE HEALTH CARE,5355 DOLPHIN POINT BLVD,JACKSONVILLE,FL,32211,SCOTT PEABODY,SCOTT PEABODY,VP FINANCE,05/24/2025
1427239,106149,,6,01/01/2024,12/31/2024,1,MAGNOLIA RIDGE HEALTH & REHAB CENTER,6517 NW 9TH AVE,GAINESVILLE,FL,32606,SCOTT PEABODY,SCOTT PEABODY,VP FINANCE,05/24/2025
1427240,115012,,4,01/01/2024,12/31/2024,1,HARBORVIEW DECATUR,2787 NORTH DECATUR ROAD,DECATUR,GA,30033,DAVID ENGLANDER,DAVID ENGLANDER,CEO,05/26/2025
1427241,115104,,4,01/01/2024,12/31/2024,1,NHC  HEALTHCARE  OF  ROSSVILLE,1425 MCFARLAND  AVENUE,ROSSVILLE,GA,30741,BRIAN KIDD,BRIAN KIDD,CFO,05/29/2025
1427244,115376,,4,01/01/2024,12/31/2024,1,SOUTHLAND HEALTHCARE AND REHABILITAT,606 SIMMONS STREET,DUBLIN,GA,31021-3918,BRUCE WERTHEIM,BRUCE WERTHEIM,CEO,06/02/2025
1427248,115492,,5,01/01/2024,12/31/2024,1,NHC  OF  FT.  OGLETHORPE,2403  BATTLEFIELD  PARKWAY,FT.  OGLETHORPE,GA,30742,BRIAN KIDD,BRIAN KIDD,CFO,05/29/2025
1427252,115566,,4,01/01/2024,12/31/2024,1,RIVER TOWNE CENTER,5131 WARM SPRINGS ROAD,COLUMBUS,GA,31909,SOLOMON REINER,SOLOMON REINER,OWNER,05/30/2025
1427253,115626,,4,01/01/2024,12/31/2024,1,HAZLEHURST COURT CARE & REHAB,180 BURKETTS FERRY RD,HAZLEHURST,GA,31539,BRUCE WERTHEIM,BRUCE WERTHEIM,CEO,06/02/2025
1427254,115630,,4,01/01/2024,12/31/2024,1,FOLKSTON PARK CARE & REHAB,36261 OKEFENOKEE DR,FOLKSTON,GA,31537,BRUCE WERTHEIM,BRUCE WERTHEIM,CEO,06/02/2025
1427269,135143,,4,01/01/2024,12/31/2024,1,SERENITY REHAB AND CARE CENTER,1134 CHENEY DR WEST,TWIN FALLS,ID,83301,TROY BELL,TROY BELL,PRESIDENT/CEO,05/22/2025
1427271,135145,,4,01/01/2024,12/31/2024,1,LEWISTON NORTH OF CASCADIA  LLC,2852 JUNIPER DR,LEWISTON,ID,83501,DUSTIN BLEWETT-BECKVOLD,DUSTIN BLEWETT-BECKVOLD,CHIEF EXECUTIVE OFFICER,05/27/2025
1427272,145004,,6,01/01/2024,12/31/2024,1,CRESCENT CARE OF ELGIN,180 S STATE STREET,ELGIN,IL,60123,MARCELLA GRAF,MARCELLA GRAF,CHIEF FINANCIAL OFFICER,05/27/2025
1427274,145021,,6,01/01/2024,12/31/2024,1,MACOMB POST ACUTE CARE CENTER,8 DOCTORS LANE,MACOMB,IL,61455,,,,
1427277,145043,,6,01/01/2024,12/31/2024,1,CITADEL CARE CENTER KANKAKEE,900 WEST RIVER PLACE,KANKAKEE,IL,60901,MARCELLA GRAF,MARCELLA GRAF,CHIEF FINANCIAL OFFICER,05/23/2025
1427279,145045,,6,01/01/2024,12/31/2024,1,THE PEARL OF NAPERVILLE,200 MARTIN AVE,NAPERVILLE,IL,60540,ALAN SORSCHER,ALAN SORSCHER,CFO,05/29/2025
1427280,145087,,6,01/01/2024,12/31/2024,1,ALIYA OF OAK LAWN,6300 W 95TH ST,OAK LAWN,IL,60453,,,,
1427284,145160,,4,08/01/2024,12/31/2024,1,ARCADIA CARE ON THE HILL,555 WEST CARPENTER,SPRINGFIELD,IL,62702,DAVID SEITLER,DAVID SEITLER,CHIEF EXECUTIVE OFFICER,05/26/2025
1427286,145220,,6,01/01/2024,12/31/2024,1,PINE CREST HEALTH CARE,3300 WEST 175TH STREET,HAZEL CREST,IL,60429,KEVIN CHANKIN,KEVIN CHANKIN,CFO,05/28/2025
1427287,145222,,6,01/01/2024,12/31/2024,1,HIGHLIGHT HEALTHCARE OF WOODSTOCK,309 MCHENRY AVE,WOODSTOCK,IL,60098,,,,
1427288,145246,,6,01/01/2024,12/31/2024,1,THE PEARL OF HINSDALE,600 W OGDEN AVE,HINSDALE,IL,60521,ALAN SORSCHER,ALAN SORSCHER,CFO,05/30/2025
1427292,145307,,4,01/01/2024,12/31/2024,1,THE GROVE OF LAGRANGE PARK,701 NORTH LAGRANGE ROAD,LAGRANGE PARK,IL,60526,MOTI NINIO,MOTI NINIO,CEO,05/29/2025
1427293,145308,,6,01/01/2024,12/31/2024,1,RIVER VIEW REHABILITATION CENTER,50 NORTH JANE,ELGIN,IL,60123,KEVIN CHANKIN,KEVIN CHANKIN,CFO,05/23/2025
1427297,145363,,6,01/01/2024,12/31/2024,1,WARREN BARR OAK LAWN,9401 S. KOSTNER AVENUE,OAK LAWN,IL,60453,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1427300,145419,,6,01/01/2024,12/31/2024,1,BRIA OF ELMWOOD PARK,7733 WEST GRAND AVENUE,ELMWOOD PARK,IL,60707,,,,
1427307,145457,,6,01/01/2024,12/31/2024,1,QUINCY HEALTHCARE & SENIOR LIVING,1440 NORTH 14TH STREET,QUINCY,IL,62301,KEVIN CHANKIN,KEVIN CHANKIN,CFO,05/23/2025
1427308,145468,,6,01/01/2024,12/31/2024,1,THE CITADEL OF SKOKIE,9615 N. KNOX,SKOKIE,IL,60076,MARCELLA GRAF,MARCELLA GRAF,CHIEF FINANCIAL OFFICER,05/27/2025
1427311,145483,,4,01/01/2024,12/31/2024,1,HELIA HEALTHCARE OF HILLSBORO,STATE ROUTE 127,HILLSBORO,IL,62049,MICHAEL JASON MILLS,MICHAEL JASON MILLS,CFO,06/01/2025
1427320,145593,,4,01/01/2024,12/31/2024,1,AVANTARA LIBERTYVILLE,1500 S MILWAUKEE,LIBERTYVILLE,IL,60048,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1427321,145604,,6,01/01/2024,12/31/2024,1,HENRY REHAB AND NURSING,1650 INDIAN TOWN ROAD,HENRY,IL,61537,,,,
1427322,145607,,6,01/01/2024,12/31/2024,1,AVANTARA PALOS HEIGHTS,7850 W COLLEGE DR,PALOS HEIGHTS,IL,60453,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1427323,145608,,6,01/01/2024,12/31/2024,1,SOUTH HOLLAND MANOR HEALTH AND REHAB,2145 E 170TH ST,SOUTH HOLLAND,IL,60473,,,,
1427324,145619,,4,01/01/2024,12/31/2024,1,ALLURE OF LAKE STOREY,1250 WEST CARL SANDBURG DR,GALESBURG,IL,61401,MICHAEL NUDELL,MICHAEL NUDELL,PRESIDENT,05/29/2025
1427331,145647,,6,01/01/2024,12/31/2024,1,THE LOFT REHABILITATION OF PEORIA,1500 W. NORTHMOOR ROAD,PEORIA,IL,61614,DANIEL AARON,DANIEL AARON,CFO,06/01/2025
1427337,145660,,4,01/01/2024,12/31/2024,1,APERION CARE WESTCHESTER,2901 WOLF ROAD,WESTCHESTER,IL,60154,LISA ULBERT,LISA ULBERT,CHIEF EXECUTIVE OFFICER,05/25/2025
1427338,145663,,4,01/01/2024,12/31/2024,1,ELMWOOD HEALTH CARE CENTER,2711 W. HOWARD,CHICAGO,IL,60645,,,,
1427349,145734,,4,01/01/2024,12/31/2024,1,AVANTARA OF EVERGREEN,10124 SOUTH KEDZIE AVE,EVERGREEN PARK,IL,60805,MOTI NINIO,MOTI NINIO,CEO,05/29/2025
1427362,145783,,4,01/01/2024,12/31/2024,1,SUNRISE SKILLED NURSING & REHAB CENT,333 WRIGHTSMAN STREET,VIRDEN,IL,62690,,,,
1427370,145818,,6,01/01/2024,12/31/2024,1,ROCK RIVER HEALTH CARE,707 WEST RIVERSIDE BLVD,ROCKFORD,IL,61103,KEVIN CHANKIN,KEVIN CHANKIN,CFO,05/23/2025
1427372,145821,,6,01/01/2024,12/31/2024,1,THE PEARL OF ELGIN,2355 ROYAL BLVD,ELGIN,IL,60123,ALAN SORSCHER,ALAN SORSCHER,CFO,06/01/2025
1427373,145834,,6,01/01/2024,12/31/2024,1,AUSTIN OASIS,901 SOUTH AUSTIN BLVD,CHICAGO,IL,60644,KEVIN CHANKIN,KEVIN CHANKIN,CFO,05/23/2025
1427375,145846,,6,12/01/2023,12/31/2024,1,LA BELLA OF EDWARDSVILLE,6277 CENTER GROVE ROAD,EDWARDSVILLE,IL,62025,AKIVA GARFINKEL,AKIVA GARFINKEL,MANAGER,05/28/2025
1427377,145887,,4,01/01/2024,12/31/2024,1,ALTA REHAB AT WAUCONDA,5061 N. PULASKI,CHICAGO,IL,60630,LISA ULBERT,LISA ULBERT,CEO,05/25/2025
1427386,145932,,6,01/01/2024,12/31/2024,1,CITADEL CARE CENTER WILMETTE,432 POPLAR DRIVE,WILMETTE,IL,60091,MARCELLA GRAF,MARCELLA GRAF,CHIEF FINANCIAL OFFICER,05/23/2025
1427393,145980,,6,01/01/2024,12/31/2024,1,THE PEARL OF ST. CHARLES,850 DUNHAM ROAD,ST. CHARLES,IL,60174,ALAN SORSCHER,ALAN SORSCHER,CFO,05/28/2025
1427397,146043,,6,01/01/2024,12/31/2024,2,FRIENDSHIP MANOR GROUP,485 SOUTH FRIENDSHIP DRIVE,NASHVILLE,IL,62263,KIMBERLY SMITH,KIMBERLY SMITH,CFO,04/03/2025
1427407,146106,,9,12/01/2023,11/30/2024,2,SCOTT COUNTY NURSING CENTER,650 NORTH MAIN,WINCHESTER,IL,62694,,LINDEY HAYS,ADMINISTRATOR,
1427415,146151,,8,12/01/2023,11/30/2024,2,THE CLAYBERG,625 E MONROE ST,CUBA,IL,61427,,,,
1427429,155196,,9,01/01/2024,12/31/2024,1,ALTENHEIM HEALTH & LIVING COMMUNITY,3525 E HANNA AVE,INDIANAPOLIS,IN,46237,,,,
1427439,155247,,9,01/01/2024,12/31/2024,1,MAJESTIC CARE OF SOUTHPORT,8549 SOUTH MADISON AVE,INDIANAPOLIS,IN,26227,,,,
1427448,155338,,9,01/01/2024,12/31/2024,1,MAJESTIC CARE OF AVON,445 SOUTH COUNTRY RD 525E,AVON,IN,46168,,,,
1427494,155618,,9,01/01/2024,12/31/2024,1,MAJESTIC CARE OF CARMEL,12999 N. PENNSYLVANIA,CARMEL,IN,46032,,,,
1427515,155816,,4,01/01/2024,12/31/2024,1,ARLINGTON PLACE HEALTH CAMPUS,1635 N. ARLINGTON AVENUE,INDIANAPOLIS,IN,46218-5181,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/09/2025
1427517,155818,,4,01/01/2024,12/31/2024,1,HEARTHSTONE HEALTH CAMPUS,3043 NORTH LINTEL DRIVE,BLOOMINGTON,IN,47404-8945,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1427521,155830,,4,01/01/2024,12/31/2024,1,HARRISONS CROSSING HEALTH CAMPUS,395 8TH AVENUE,TERRE HAUTE,IN,47804-4064,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1427523,155833,,4,01/01/2024,12/31/2024,1,WELLBROOKE OF CARMEL,12315 N PENNSYLVANIA STREET,CARMEL,IN,46032-6600,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1427525,155838,,4,01/01/2024,12/31/2024,1,STONECROFT HEALTH CAMPUS,363 S FIELDSTONE BLVD.,BLOOMINGTON,IN,47403-9806,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1427528,165017,,2,01/01/2024,12/31/2024,1,CEDAR RAPIDS SKILLED NURSING FACILIT,1940 1ST AVENUE N.E.,CEDAR RAPIDS,IA,52402,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1427529,165033,,2,01/01/2024,12/31/2024,1,DAVENPORT SKILLED NURSING FACILITY,815 E. LOCUST STREET,DAVENPORT,IA,52803,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1427530,165034,,2,01/01/2024,12/31/2024,1,WATERLOO SKILLED NURSING FACILITY L,201 W. RIDGEWAY AVENUE,WATERLOO,IA,50701,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1427531,165104,,2,01/01/2024,12/31/2024,1,DUBUQUE SKILLED NURSING FACILITY LL,901 WEST THIRD STREET,DUBUQUE,IA,52001,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1427533,165155,,1,01/01/2024,12/31/2024,2,SALEM LUTHERAN HOMES,2027 COLLEGE AVE,ELK HORN,IA,51531,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,04/28/2025
1427538,165188,,4,01/01/2024,12/31/2024,1,AZRIA HEALTH WINTERSET,1015 WEST SUMMIT,WINTERSET,IA,50273,AARON KAMINER,AARON KAMINER,MANAGER,05/30/2025
1427539,165191,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY- RED OAK,201 ALIX AVE,RED OAK,IA,51566-1001,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,04/28/2025
1427542,165198,,6,01/01/2024,12/31/2024,1,PREMIER ESTATES 506  LLC,3661 ROCHESTER AVENUE,IOWA CITY,IA,52246,LYNN ANDERSON,LYNN ANDERSON,CONTROLLER,05/28/2025
1427545,165207,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY-HOLSTEIN,505 W SECOND ST,HOLSTEIN,IA,51025-5111,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,04/28/2025
1427547,165213,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY-FOREST CITY,606 S 7TH ST,FOREST CITY,IA,50436-2032,,JOEL FLUIT,VICE PRESIDENT OF FINANCE,
1427551,165220,,4,01/01/2024,12/31/2024,1,AZRIA HEALTH PRAIRIE RIDGE,608 PRAIRIE STREET,MEDIAPOLIS,IA,52637,AARON KAMINER,AARON KAMINER,MANAGER,05/30/2025
1427559,165236,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY-MANSON,1402 MAIN STREET,MANSON,IA,50563-5166,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,04/28/2025
1427561,165247,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY-GEORGE,324 FIRST AVE N,GEORGE,IA,51237-1029,,JOEL FLUIT,VICE PRESIDENT,
1427600,165432,,1,01/01/2024,12/31/2024,1,LUTHERAN LIVING SENIOR,2421 LUTHERAN DRIVE,MUSCATINE,IA,52761,ANDREW HARRIS,ANDREW HARRIS,EXECUTIVE DIRECTOR,05/28/2025
1427611,165531,,6,01/01/2024,12/31/2024,1,PREMIER ESTATES 509  LLC,1200 W NISHA ROAD,SHENANDOAH,IA,51601,LYNN ANDERSON,LYNN ANDERSON,CONTROLLER,05/28/2025
1427616,165575,,2,01/01/2024,12/31/2024,1,UTICA SKILLED NURSING FACILITY LLC,3800 COMMERCE BLVD.,DAVENPORT,IA,52807,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1427625,175123,,6,01/01/2024,12/31/2024,1,RECOVER-CARE MERRIAM GARDENS LLC,9700 W 62ND ST,MERRIAM,KS,66203,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
1427626,175210,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY - PARSONS,709 LEAWOOD DR,PARSONS,KS,67357-3499,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,04/29/2025
1427627,175216,,6,01/01/2024,12/31/2024,1,WATHENA HEALTHCARE AND REHAB CENTER,2112 HIGHWAY 36,WATHENA,KS,66090,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
1427628,175223,,4,01/01/2024,12/31/2024,1,CHASE COUNTY CARE AND REHAB CENTER,612 WALNUT STREET,COTTONWOOD FALLS,KS,68845,JAMIE YOAKUM,JAMIE YOAKUM,CFO,06/02/2025
1427629,175238,,6,01/01/2024,12/31/2024,1,LOUISBURG CARE CENTER,1200 S BROADWAY,LOUISBURG,KS,66053,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
1427630,175267,,6,01/01/2024,12/31/2024,1,SHAWNEE GARDENS NRSG & REHAB CTR.,6416 LONG STREET,SHAWNEE,KS,66216,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
1427631,175272,,4,01/01/2024,12/31/2024,1,WAKEFIELD CARE CENTER,509 GROVE STREET,WAKEFIELD,KS,67487,JAMIE YOAKUM,JAMIE YOAKUM,CFO,06/02/2025
1427634,175317,,4,01/01/2024,12/31/2024,1,NEODESHA CARE AND REHAB CENTER,1626 N 8TH STREET,NEODESHA,KS,66757,JAMIE YOAKUM,JAMIE YOAKUM,CFO,06/02/2025
1427635,175337,,4,01/01/2024,12/31/2024,1,WELLINGTON CARE & REHAB,102 W BOTKIN STREET,WELLINGTON,KS,67152,JAMIE YOAKUM,JAMIE YOAKUM,CFO,06/02/2025
1427636,175338,,6,01/01/2024,12/31/2024,1,BALDWIN HEALTHCARE AND REHAB CENTER,1223 ORCHARD LANE,BALDWIN CITY,KS,66006,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
1427639,175397,,6,01/01/2024,12/31/2024,1,ROSSVILLE HEALTHCARE AND REHAB CTR,600 E. PERRY ST.,ROSSVILLE,KS,66533,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
